Enrollment_ID,Student_ID,Course_ID,Semester_ID,Grade
E13726,S0714,C019,SEM003,F
E13727,S0324,C126,SEM007,B+
E13728,S0061,C106,SEM001,B+
E13729,S0090,C096,SEM007,D
E13730,S0265,C107,SEM001,B
E13731,S0886,C095,SEM006,C
E13732,S0751,C113,SEM006,A
E13733,S0970,C068,SEM006,A-
E13734,S0460,C013,SEM008,C
E13735,S0356,C048,SEM002,C+
E13736,S0993,C021,SEM001,C
E13737,S0454,C005,SEM002,A-
E13738,S0656,C129,SEM004,C
E13739,S0669,C103,SEM004,B+
E13740,S0718,C018,SEM004,C-
E13741,S0314,C004,SEM003,B+
E13742,S0762,C070,SEM001,D
E13743,S0237,C062,SEM005,A
E13744,S0585,C022,SEM006,B
E13745,S0456,C017,SEM004,B-
E13746,S0568,C012,SEM003,A-
E13747,S0186,C054,SEM002,C+
E13748,S0486,C066,SEM001,B-
E13749,S0763,C038,SEM008,B
E13750,S0378,C034,SEM004,B+
E13751,S0549,C036,SEM003,B
E13752,S0441,C146,SEM005,B+
E13753,S0422,C068,SEM002,A
E13754,S0927,C049,SEM005,B+
E13755,S0241,C112,SEM003,A-
E13756,S0683,C073,SEM007,B+
E13757,S0990,C023,SEM007,A-
E13758,S0009,C061,SEM002,C
E13759,S0083,C089,SEM006,B
E13760,S0061,C095,SEM005,A
E13761,S0640,C002,SEM003,B+
E13762,S0082,C091,SEM007,B+
E13763,S0977,C013,SEM003,B
E13764,S0406,C022,SEM002,C
E13765,S0088,C029,SEM001,B
E13766,S0918,C039,SEM005,C-
E13767,S0471,C019,SEM007,B-
E13768,S0689,C072,SEM006,A-
E13769,S0202,C104,SEM003,C
E13770,S0148,C085,SEM008,B+
E13771,S0719,C080,SEM001,B+
E13772,S0525,C040,SEM002,C-
E13773,S0107,C019,SEM004,B
E13774,S0523,C105,SEM002,D
E13775,S0668,C020,SEM002,B+
E13776,S0811,C048,SEM006,B-
E13777,S0223,C071,SEM001,D
E13778,S0654,C120,SEM007,B
E13779,S0715,C093,SEM007,B
E13780,S0645,C016,SEM007,B
E13781,S0192,C008,SEM005,B+
E13782,S0648,C052,SEM002,A-
E13783,S0436,C148,SEM003,B
E13784,S0824,C099,SEM006,B
E13785,S0616,C105,SEM004,B
E13786,S0549,C059,SEM008,B+
E13787,S0329,C090,SEM003,C-
E13788,S0704,C045,SEM008,B+
E13789,S0573,C023,SEM005,C-
E13790,S0401,C040,SEM001,C+
E13791,S0004,C026,SEM005,B+
E13792,S0808,C008,SEM003,A-
E13793,S0512,C078,SEM008,B+
E13794,S0536,C015,SEM002,C+
E13795,S0662,C005,SEM004,B+
E13796,S0955,C002,SEM004,C+
E13797,S0416,C020,SEM006,A
E13798,S0162,C112,SEM003,B-
E13799,S0726,C066,SEM007,F
E13800,S0412,C010,SEM001,B-
E13801,S0236,C006,SEM004,A
E13802,S0456,C042,SEM006,B
E13803,S0318,C088,SEM002,C
E13804,S0331,C099,SEM003,A-
E13805,S0777,C028,SEM006,B
E13806,S0517,C001,SEM004,B+
E13807,S0738,C135,SEM007,B-
E13808,S0847,C012,SEM002,A-
E13809,S0416,C102,SEM002,C+
E13810,S0075,C110,SEM006,B
E13811,S0053,C043,SEM007,C+
E13812,S0012,C051,SEM008,F
E13813,S0596,C003,SEM001,B+
E13814,S0205,C002,SEM007,B
E13815,S0690,C031,SEM004,B+
E13816,S0723,C089,SEM003,B+
E13817,S0660,C027,SEM001,C+
E13818,S0511,C019,SEM006,B
E13819,S0863,C023,SEM005,B-
E13820,S0263,C032,SEM003,B
E13821,S0012,C007,SEM006,C-
E13822,S0140,C124,SEM002,B
E13823,S0735,C078,SEM003,B
E13824,S0763,C133,SEM008,B+
E13825,S0723,C032,SEM007,B+
E13826,S0842,C136,SEM004,C+
E13827,S0613,C022,SEM001,C-
E13828,S0776,C111,SEM006,C
E13829,S0498,C019,SEM007,B-
E13830,S0707,C022,SEM007,B
E13831,S0729,C010,SEM005,B+
E13832,S0414,C068,SEM008,C
E13833,S0811,C081,SEM003,A-
E13834,S0304,C031,SEM008,D
E13835,S0697,C002,SEM002,B-
E13836,S0555,C041,SEM004,B-
E13837,S0027,C026,SEM002,B+
E13838,S0564,C050,SEM002,B
E13839,S0316,C019,SEM001,B
E13840,S0794,C105,SEM006,F
E13841,S0451,C001,SEM002,B
E13842,S0848,C109,SEM002,B+
E13843,S0649,C037,SEM007,B+
E13844,S0733,C021,SEM004,B
E13845,S0092,C059,SEM007,B
E13846,S0686,C033,SEM003,D
E13847,S0675,C038,SEM002,A
E13848,S0944,C112,SEM005,B
E13849,S0393,C095,SEM005,B+
E13850,S0167,C087,SEM004,B-
E13851,S0892,C038,SEM006,B
E13852,S0672,C039,SEM007,B
E13853,S0997,C004,SEM004,C+
E13854,S0371,C027,SEM002,A-
E13855,S0873,C029,SEM006,B-
E13856,S0433,C099,SEM008,C
E13857,S0277,C034,SEM008,B
E13858,S0403,C035,SEM007,B+
E13859,S0272,C074,SEM004,B-
E13860,S0480,C001,SEM006,B
E13861,S0152,C071,SEM002,B-
E13862,S0918,C072,SEM006,B+
E13863,S0917,C042,SEM003,F
E13864,S0882,C067,SEM001,C-
E13865,S0053,C013,SEM005,A-
E13866,S0236,C034,SEM005,D
E13867,S0778,C097,SEM007,B
E13868,S0283,C051,SEM004,B+
E13869,S0742,C127,SEM005,B-
E13870,S0073,C036,SEM003,B+
E13871,S0438,C100,SEM001,A
E13872,S0583,C147,SEM007,D
E13873,S0624,C018,SEM008,D
E13874,S0551,C104,SEM007,C+
E13875,S0531,C031,SEM007,C+
E13876,S0218,C063,SEM002,C
E13877,S0121,C149,SEM007,A-
E13878,S0379,C099,SEM004,B-
E13879,S0056,C052,SEM008,C+
E13880,S0914,C005,SEM001,C
E13881,S0897,C062,SEM004,B+
E13882,S0741,C025,SEM001,B+
E13883,S0044,C051,SEM007,B-
E13884,S0259,C034,SEM005,F
E13885,S0062,C026,SEM001,C-
E13886,S0416,C031,SEM005,A
E13887,S0248,C073,SEM003,B-
E13888,S0242,C087,SEM006,A
E13889,S0668,C050,SEM006,D
E13890,S0265,C014,SEM003,D
E13891,S0167,C142,SEM003,C
E13892,S0973,C020,SEM007,B
E13893,S0419,C055,SEM006,B
E13894,S0929,C087,SEM006,A-
E13895,S0574,C015,SEM007,B+
E13896,S0412,C142,SEM005,B+
E13897,S0246,C088,SEM001,C+
E13898,S0365,C067,SEM008,C+
E13899,S0219,C041,SEM007,C+
E13900,S0167,C060,SEM007,F
E13901,S0813,C084,SEM005,B-
E13902,S0120,C135,SEM004,B
E13903,S0300,C094,SEM007,C+
E13904,S0708,C064,SEM004,A-
E13905,S0628,C060,SEM002,A
E13906,S0924,C112,SEM005,B
E13907,S0214,C024,SEM005,B-
E13908,S0024,C017,SEM003,B+
E13909,S0704,C021,SEM007,C+
E13910,S0889,C026,SEM007,B
E13911,S0712,C116,SEM007,C+
E13912,S0649,C028,SEM005,A
E13913,S0230,C114,SEM005,B
E13914,S0398,C116,SEM008,C+
E13915,S0462,C005,SEM001,A
E13916,S0260,C032,SEM001,B
E13917,S0722,C007,SEM006,B+
E13918,S0848,C068,SEM002,B+
E13919,S0362,C059,SEM003,F
E13920,S0661,C021,SEM003,D
E13921,S0264,C092,SEM002,B-
E13922,S0143,C100,SEM007,A-
E13923,S0893,C079,SEM008,B
E13924,S0669,C016,SEM001,A-
E13925,S0411,C050,SEM007,D
E13926,S0328,C073,SEM003,B
E13927,S0652,C048,SEM007,B
E13928,S0318,C019,SEM008,B
E13929,S0525,C025,SEM001,A
E13930,S0474,C146,SEM002,A-
E13931,S0349,C124,SEM004,A-
E13932,S0596,C070,SEM008,B
E13933,S0141,C081,SEM008,A-
E13934,S0599,C097,SEM007,B-
E13935,S0262,C129,SEM005,B
E13936,S0799,C140,SEM006,B-
E13937,S0223,C027,SEM006,B-
E13938,S0626,C105,SEM001,F
E13939,S0561,C042,SEM005,C-
E13940,S0819,C026,SEM006,C+
E13941,S0639,C009,SEM001,B+
E13942,S0682,C050,SEM001,C
E13943,S0378,C090,SEM006,C-
E13944,S0859,C059,SEM006,B
E13945,S0840,C038,SEM002,C+
E13946,S0113,C086,SEM008,B+
E13947,S0306,C032,SEM002,C-
E13948,S0935,C058,SEM005,B
E13949,S0566,C041,SEM007,A-
E13950,S0506,C015,SEM002,B-
E13951,S0390,C049,SEM003,C-
E13952,S0325,C071,SEM001,A-
E13953,S0150,C036,SEM008,B
E13954,S0462,C090,SEM006,B
E13955,S0742,C052,SEM001,B
E13956,S0851,C043,SEM008,C+
E13957,S0849,C014,SEM003,C+
E13958,S0355,C090,SEM001,D
E13959,S0101,C046,SEM007,A
E13960,S0482,C002,SEM006,B+
E13961,S0048,C071,SEM002,A-
E13962,S0135,C043,SEM008,F
E13963,S0454,C086,SEM002,C+
E13964,S0574,C056,SEM006,A
E13965,S0570,C047,SEM003,B-
E13966,S0800,C052,SEM001,B
E13967,S0884,C075,SEM003,B
E13968,S0138,C044,SEM001,D
E13969,S0833,C060,SEM003,D
E13970,S0812,C042,SEM008,B-
E13971,S0030,C059,SEM008,F
E13972,S0788,C081,SEM004,C+
E13973,S0200,C013,SEM001,B-
E13974,S0157,C076,SEM005,A
E13975,S0533,C117,SEM005,C-
E13976,S0818,C100,SEM008,C-
E13977,S0289,C102,SEM007,B
E13978,S0004,C135,SEM003,D
E13979,S0607,C066,SEM006,B-
E13980,S0220,C019,SEM007,A-
E13981,S0783,C108,SEM001,B-
E13982,S0308,C046,SEM004,A-
E13983,S0576,C001,SEM007,B
E13984,S0205,C019,SEM006,B+
E13985,S0929,C129,SEM002,A
E13986,S0072,C110,SEM002,A-
E13987,S0668,C028,SEM001,F
E13988,S0834,C031,SEM003,D
E13989,S0121,C004,SEM003,B+
E13990,S0634,C082,SEM001,B+
E13991,S0349,C035,SEM005,B
E13992,S0453,C030,SEM007,A-
E13993,S0615,C006,SEM005,C
E13994,S0112,C001,SEM007,B-
E13995,S0569,C087,SEM004,B-
E13996,S0265,C012,SEM006,B-
E13997,S0410,C047,SEM004,B-
E13998,S0302,C082,SEM001,B
E13999,S0883,C081,SEM002,B
E14000,S0754,C019,SEM001,D
E14001,S0637,C017,SEM006,B+
E14002,S0888,C029,SEM006,C+
E14003,S0003,C039,SEM001,B+
E14004,S0467,C115,SEM005,B+
E14005,S0132,C019,SEM008,B-
E14006,S0842,C087,SEM005,B-
E14007,S0080,C044,SEM001,C
E14008,S0270,C024,SEM004,A
E14009,S0864,C023,SEM001,B-
E14010,S0189,C097,SEM007,B+
E14011,S0709,C077,SEM002,B-
E14012,S0280,C130,SEM008,B
E14013,S0859,C076,SEM007,B-
E14014,S0186,C029,SEM008,B-
E14015,S0507,C133,SEM001,B-
E14016,S0208,C116,SEM007,C+
E14017,S0015,C011,SEM004,B
E14018,S0112,C096,SEM001,B+
E14019,S0428,C098,SEM003,D
E14020,S0691,C018,SEM006,D
E14021,S0859,C095,SEM004,B
E14022,S0809,C038,SEM002,B
E14023,S0514,C034,SEM002,A-
E14024,S0269,C010,SEM006,F
E14025,S0878,C074,SEM007,B+
E14026,S0126,C103,SEM003,B
E14027,S0576,C041,SEM004,B
E14028,S0040,C075,SEM003,A
E14029,S0495,C024,SEM003,C
E14030,S0379,C079,SEM003,B-
E14031,S0573,C036,SEM002,B+
E14032,S0112,C072,SEM001,C-
E14033,S0177,C035,SEM005,A-
E14034,S0548,C025,SEM005,A-
E14035,S0612,C068,SEM006,A
E14036,S0098,C036,SEM004,B
E14037,S0453,C017,SEM004,B
E14038,S0001,C040,SEM002,B+
E14039,S0326,C018,SEM006,C
E14040,S0389,C083,SEM001,C
E14041,S0476,C100,SEM005,C+
E14042,S0786,C001,SEM002,B+
E14043,S0794,C101,SEM008,B+
E14044,S0829,C028,SEM001,A-
E14045,S0498,C058,SEM006,C+
E14046,S0932,C017,SEM006,B
E14047,S0324,C042,SEM004,B+
E14048,S0434,C001,SEM008,B
E14049,S0468,C054,SEM003,A
E14050,S0108,C015,SEM007,A
E14051,S0311,C007,SEM006,B
E14052,S0924,C082,SEM008,B+
E14053,S0657,C061,SEM007,B-
E14054,S0409,C020,SEM001,B-
E14055,S0469,C094,SEM003,B+
E14056,S0714,C096,SEM007,B
E14057,S0339,C014,SEM008,A-
E14058,S0186,C081,SEM005,D
E14059,S0190,C013,SEM004,C
E14060,S0094,C047,SEM007,C-
E14061,S0387,C001,SEM004,A
E14062,S0233,C026,SEM001,C
E14063,S0486,C005,SEM007,B
E14064,S0986,C083,SEM006,B-
E14065,S0924,C004,SEM008,B
E14066,S0511,C082,SEM002,B+
E14067,S0974,C005,SEM003,B
E14068,S0940,C008,SEM004,B
E14069,S0202,C009,SEM001,C+
E14070,S0799,C036,SEM006,B-
E14071,S0142,C079,SEM005,C+
E14072,S0190,C074,SEM002,C
E14073,S0819,C032,SEM005,B
E14074,S0095,C080,SEM004,B+
E14075,S0863,C014,SEM008,A-
E14076,S0108,C029,SEM004,C-
E14077,S0140,C063,SEM002,A-
E14078,S0654,C016,SEM006,B+
E14079,S0140,C023,SEM004,C+
E14080,S1000,C082,SEM005,C+
E14081,S0304,C086,SEM003,A-
E14082,S0251,C028,SEM003,C-
E14083,S0442,C085,SEM008,B-
E14084,S0806,C032,SEM004,C
E14085,S0034,C005,SEM005,B+
E14086,S0999,C031,SEM003,A-
E14087,S0967,C064,SEM008,B
E14088,S0475,C048,SEM004,B-
E14089,S0601,C035,SEM004,A
E14090,S0206,C002,SEM008,C+
E14091,S0636,C054,SEM004,C-
E14092,S0781,C073,SEM008,C
E14093,S0151,C142,SEM004,C
E14094,S0782,C138,SEM004,A
E14095,S0289,C014,SEM007,B
E14096,S0763,C094,SEM001,B
E14097,S0998,C068,SEM005,B
E14098,S0966,C061,SEM006,A-
E14099,S0155,C070,SEM006,C+
E14100,S0372,C099,SEM005,A-
E14101,S0378,C088,SEM006,A-
E14102,S0179,C005,SEM005,B
E14103,S0363,C040,SEM005,C
E14104,S0130,C018,SEM001,B
E14105,S0814,C018,SEM001,B-
E14106,S0076,C012,SEM003,B-
E14107,S0160,C059,SEM001,B
E14108,S0164,C038,SEM003,B
E14109,S0408,C057,SEM005,B
E14110,S0496,C072,SEM005,F
E14111,S0524,C031,SEM001,D
E14112,S0735,C041,SEM001,A
E14113,S0793,C033,SEM003,B-
E14114,S0126,C002,SEM006,B
E14115,S0115,C028,SEM002,B
E14116,S0608,C079,SEM004,C+
E14117,S0871,C017,SEM001,B+
E14118,S0310,C023,SEM005,C
E14119,S0530,C070,SEM001,B
E14120,S0905,C003,SEM001,B
E14121,S0726,C002,SEM002,A
E14122,S0628,C001,SEM005,B
E14123,S0158,C055,SEM005,C-
E14124,S0111,C026,SEM005,B+
E14125,S0404,C061,SEM004,C-
E14126,S0865,C057,SEM008,C+
E14127,S0360,C009,SEM002,B-
E14128,S0580,C095,SEM005,B+
E14129,S0656,C104,SEM006,B+
E14130,S0857,C022,SEM004,C
E14131,S0015,C076,SEM008,A
E14132,S0614,C026,SEM004,B+
E14133,S0506,C009,SEM008,B
E14134,S0637,C025,SEM008,A-
E14135,S0744,C116,SEM004,B
E14136,S0249,C035,SEM003,C+
E14137,S0912,C053,SEM002,C+
E14138,S0412,C083,SEM003,C
E14139,S0070,C063,SEM003,A-
E14140,S0659,C050,SEM006,B
E14141,S0345,C032,SEM003,D
E14142,S0039,C069,SEM007,B
E14143,S0331,C121,SEM001,B-
E14144,S0843,C090,SEM001,F
E14145,S0014,C064,SEM001,C
E14146,S0891,C041,SEM005,B
E14147,S0793,C109,SEM001,B+
E14148,S0377,C045,SEM008,C+
E14149,S0742,C043,SEM005,C
E14150,S0012,C020,SEM002,A
E14151,S0354,C048,SEM005,B
E14152,S0422,C054,SEM002,B
E14153,S0992,C003,SEM003,A
E14154,S0568,C119,SEM007,D
E14155,S0910,C061,SEM005,D
E14156,S0234,C093,SEM003,B+
E14157,S0568,C005,SEM005,B
E14158,S0974,C062,SEM006,A-
E14159,S0594,C054,SEM006,C+
E14160,S0443,C101,SEM001,B+
E14161,S0893,C091,SEM003,B
E14162,S0923,C055,SEM008,A
E14163,S0077,C112,SEM002,B+
E14164,S0234,C048,SEM001,A
E14165,S0608,C028,SEM004,B
E14166,S0165,C097,SEM003,C
E14167,S0461,C085,SEM004,A
E14168,S0251,C119,SEM005,B
E14169,S0614,C034,SEM007,B+
E14170,S0587,C009,SEM008,B
E14171,S0365,C053,SEM003,C+
E14172,S0629,C016,SEM007,B-
E14173,S0884,C027,SEM005,B
E14174,S0295,C012,SEM002,B+
E14175,S0208,C053,SEM008,A-
E14176,S0858,C074,SEM007,F
E14177,S0833,C073,SEM008,D
E14178,S0598,C108,SEM008,C-
E14179,S0069,C095,SEM008,B
E14180,S0079,C078,SEM008,B+
E14181,S0749,C005,SEM008,B+
E14182,S0769,C090,SEM004,C-
E14183,S0498,C002,SEM005,B
E14184,S0171,C014,SEM007,B
E14185,S0777,C050,SEM003,F
E14186,S0569,C067,SEM008,C+
E14187,S0716,C106,SEM005,B
E14188,S0680,C002,SEM001,B-
E14189,S0675,C129,SEM007,B
E14190,S0082,C072,SEM002,B+
E14191,S0745,C027,SEM002,B+
E14192,S0176,C025,SEM002,B+
E14193,S0767,C030,SEM006,B
E14194,S0910,C082,SEM008,B-
E14195,S0113,C062,SEM005,F
E14196,S0627,C001,SEM004,B+
E14197,S0332,C047,SEM003,B
E14198,S0121,C041,SEM008,B-
E14199,S0703,C037,SEM008,C+
E14200,S0964,C125,SEM005,C+
E14201,S0632,C089,SEM003,C
E14202,S0169,C003,SEM008,B
E14203,S0068,C007,SEM002,B
E14204,S0777,C059,SEM005,C-
E14205,S0145,C095,SEM007,C-
E14206,S0764,C051,SEM002,B+
E14207,S0297,C130,SEM008,B
E14208,S0457,C122,SEM001,C+
E14209,S0040,C067,SEM008,A-
E14210,S0935,C062,SEM003,B+
E14211,S0004,C032,SEM001,A-
E14212,S0791,C089,SEM001,C
E14213,S0784,C078,SEM005,A
E14214,S0810,C098,SEM001,A
E14215,S0663,C011,SEM008,C
E14216,S0890,C110,SEM006,B
E14217,S0365,C070,SEM003,B
E14218,S0589,C075,SEM005,A
E14219,S0670,C052,SEM001,B-
E14220,S0119,C126,SEM003,B
E14221,S0601,C023,SEM004,B
E14222,S0309,C082,SEM004,C
E14223,S0170,C035,SEM001,B+
E14224,S0307,C082,SEM002,A
E14225,S0527,C086,SEM004,B-
E14226,S0366,C047,SEM003,C+
E14227,S0548,C028,SEM008,C
E14228,S0644,C001,SEM002,B-
E14229,S0066,C129,SEM006,C
E14230,S0129,C064,SEM007,A
E14231,S0240,C061,SEM004,B+
E14232,S0577,C016,SEM006,B-
E14233,S0186,C002,SEM005,B
E14234,S0949,C103,SEM008,B
E14235,S0606,C036,SEM004,A
E14236,S0794,C049,SEM008,B+
E14237,S0078,C075,SEM001,B+
E14238,S0621,C087,SEM002,B+
E14239,S0458,C021,SEM001,B-
E14240,S0806,C066,SEM004,B+
E14241,S0072,C016,SEM002,B
E14242,S0707,C048,SEM004,B+
E14243,S0858,C084,SEM006,C
E14244,S0791,C013,SEM004,B+
E14245,S0163,C025,SEM008,A
E14246,S0641,C074,SEM004,B+
E14247,S0174,C056,SEM008,A-
E14248,S0037,C005,SEM001,B
E14249,S0553,C055,SEM005,B
E14250,S0248,C049,SEM001,C-
E14251,S0294,C044,SEM005,B
E14252,S0484,C082,SEM008,B
E14253,S0780,C057,SEM002,B-
E14254,S0763,C003,SEM005,B
E14255,S0082,C024,SEM004,F
E14256,S0285,C019,SEM008,A
E14257,S0437,C055,SEM003,B
E14258,S0974,C020,SEM007,B+
E14259,S0520,C104,SEM001,B+
E14260,S0087,C031,SEM005,B+
E14261,S0747,C017,SEM006,C+
E14262,S0569,C019,SEM006,B-
E14263,S0842,C037,SEM004,A
E14264,S0940,C034,SEM002,B+
E14265,S0731,C046,SEM004,B+
E14266,S0969,C014,SEM007,B+
E14267,S0297,C117,SEM002,B+
E14268,S0406,C071,SEM008,C+
E14269,S0088,C026,SEM002,B
E14270,S0891,C028,SEM002,B
E14271,S0621,C088,SEM006,B+
E14272,S0267,C091,SEM002,B
E14273,S0982,C085,SEM003,A-
E14274,S0257,C015,SEM002,A-
E14275,S0775,C059,SEM008,B
E14276,S0872,C070,SEM002,C+
E14277,S0410,C031,SEM005,B-
E14278,S0077,C001,SEM001,A
E14279,S0726,C048,SEM001,F
E14280,S0656,C007,SEM005,A-
E14281,S0738,C036,SEM003,C-
E14282,S0367,C065,SEM007,D
E14283,S0412,C141,SEM004,B
E14284,S0566,C042,SEM001,B
E14285,S0925,C058,SEM002,A
E14286,S0395,C036,SEM004,B-
E14287,S0722,C008,SEM004,B+
E14288,S0377,C067,SEM005,B
E14289,S0496,C089,SEM005,C
E14290,S0023,C023,SEM005,B
E14291,S0835,C111,SEM002,C
E14292,S0276,C034,SEM002,A
E14293,S0215,C050,SEM002,B
E14294,S0642,C061,SEM005,B
E14295,S0930,C051,SEM005,B+
E14296,S0150,C035,SEM002,B+
E14297,S0523,C143,SEM007,C+
E14298,S0753,C063,SEM003,B
E14299,S0126,C041,SEM001,B+
E14300,S0027,C017,SEM005,F
E14301,S0481,C021,SEM008,B-
E14302,S0232,C112,SEM007,B
E14303,S0305,C127,SEM005,B
E14304,S0933,C018,SEM003,C+
E14305,S0303,C088,SEM008,F
E14306,S0636,C093,SEM002,A
E14307,S0995,C010,SEM004,C+
E14308,S0359,C052,SEM005,C
E14309,S0730,C077,SEM008,B-
E14310,S0207,C070,SEM002,B+
E14311,S0194,C080,SEM005,A-
E14312,S0800,C116,SEM006,B
E14313,S0468,C048,SEM008,B+
E14314,S0561,C003,SEM007,C+
E14315,S0525,C066,SEM007,C
E14316,S0869,C013,SEM001,B-
E14317,S0858,C005,SEM001,A-
E14318,S0519,C054,SEM002,B
E14319,S0208,C018,SEM001,B+
E14320,S0254,C094,SEM004,C+
E14321,S0799,C049,SEM007,F
E14322,S0375,C070,SEM002,B
E14323,S0980,C071,SEM005,C+
E14324,S0493,C024,SEM002,B
E14325,S0237,C068,SEM002,B-
E14326,S0417,C104,SEM007,B+
E14327,S0516,C054,SEM001,C
E14328,S0369,C016,SEM008,A
E14329,S0001,C051,SEM008,B
E14330,S0616,C034,SEM007,A
E14331,S0553,C024,SEM006,B+
E14332,S0755,C045,SEM001,B-
E14333,S0100,C031,SEM004,C
E14334,S0171,C102,SEM003,B
E14335,S0028,C084,SEM005,A-
E14336,S0890,C037,SEM006,C+
E14337,S0431,C101,SEM006,D
E14338,S0923,C008,SEM008,C
E14339,S0198,C020,SEM008,C+
E14340,S0832,C036,SEM002,C-
E14341,S0170,C010,SEM006,C
E14342,S0562,C111,SEM006,C
E14343,S0908,C009,SEM007,B
E14344,S0701,C032,SEM006,A-
E14345,S0967,C024,SEM006,C
E14346,S0841,C119,SEM006,C-
E14347,S0148,C022,SEM003,B+
E14348,S0289,C074,SEM003,B+
E14349,S0551,C071,SEM006,A-
E14350,S0205,C069,SEM003,B
E14351,S0748,C013,SEM004,A-
E14352,S0579,C054,SEM008,B
E14353,S0922,C102,SEM001,B
E14354,S0336,C016,SEM006,B-
E14355,S0526,C061,SEM001,B+
E14356,S0111,C018,SEM002,A-
E14357,S0007,C017,SEM006,B
E14358,S0373,C006,SEM008,A-
E14359,S0112,C031,SEM003,B+
E14360,S0401,C007,SEM003,B+
E14361,S0159,C034,SEM008,B+
E14362,S0711,C060,SEM008,B
E14363,S0736,C030,SEM001,B
E14364,S0863,C084,SEM005,B
E14365,S0384,C094,SEM005,C
E14366,S0843,C013,SEM002,B+
E14367,S0759,C015,SEM008,B+
E14368,S0596,C031,SEM002,B-
E14369,S0660,C047,SEM001,B
E14370,S0630,C041,SEM003,B
E14371,S0983,C116,SEM004,B
E14372,S0218,C005,SEM006,A-
E14373,S0588,C084,SEM001,B+
E14374,S0487,C111,SEM008,A-
E14375,S0161,C065,SEM001,B
E14376,S0173,C029,SEM004,A-
E14377,S0876,C041,SEM006,C-
E14378,S0580,C059,SEM004,A
E14379,S0991,C103,SEM008,A-
E14380,S0093,C147,SEM005,F
E14381,S0937,C140,SEM002,B-
E14382,S0700,C082,SEM003,C+
E14383,S0384,C009,SEM001,A-
E14384,S0908,C064,SEM002,B
E14385,S0990,C033,SEM008,B-
E14386,S0544,C079,SEM006,A-
E14387,S0081,C071,SEM004,A
E14388,S0118,C004,SEM006,A
E14389,S0285,C080,SEM008,B+
E14390,S0472,C087,SEM008,B+
E14391,S0450,C046,SEM005,B+
E14392,S0451,C002,SEM004,B-
E14393,S0416,C083,SEM008,B
E14394,S0450,C076,SEM008,A
E14395,S0030,C042,SEM007,B+
E14396,S0972,C024,SEM007,A
E14397,S0382,C013,SEM001,C+
E14398,S0925,C004,SEM008,B+
E14399,S0049,C089,SEM008,C+
E14400,S0331,C125,SEM008,A-
E14401,S0326,C124,SEM001,B+
E14402,S0115,C009,SEM004,B+
E14403,S0158,C047,SEM006,C
E14404,S0765,C058,SEM001,B-
E14405,S0881,C005,SEM007,C
E14406,S0423,C008,SEM001,F
E14407,S0535,C032,SEM006,B-
E14408,S0547,C038,SEM007,D
E14409,S0754,C126,SEM001,A-
E14410,S0505,C096,SEM005,B
E14411,S0046,C012,SEM004,C-
E14412,S0381,C118,SEM002,C+
E14413,S0200,C042,SEM004,B+
E14414,S0961,C101,SEM006,C+
E14415,S0530,C035,SEM008,A-
E14416,S0996,C034,SEM001,B
E14417,S0988,C075,SEM006,C
E14418,S0814,C089,SEM001,A-
E14419,S0336,C085,SEM004,B+
E14420,S0734,C113,SEM008,B-
E14421,S0807,C069,SEM004,B
E14422,S0542,C030,SEM001,C+
E14423,S0145,C002,SEM007,C+
E14424,S0620,C048,SEM002,B
E14425,S0838,C058,SEM001,B-
E14426,S0875,C008,SEM003,A-
E14427,S0196,C005,SEM003,C
E14428,S0551,C021,SEM002,C-
E14429,S0958,C051,SEM003,F
E14430,S0929,C147,SEM005,F
E14431,S0424,C147,SEM006,B
E14432,S0430,C060,SEM003,A-
E14433,S0070,C001,SEM006,B
E14434,S0036,C099,SEM004,C
E14435,S0669,C057,SEM002,C+
E14436,S0913,C068,SEM007,B
E14437,S0446,C004,SEM003,B
E14438,S0313,C017,SEM002,A-
E14439,S0415,C053,SEM004,A-
E14440,S0296,C069,SEM005,C-
E14441,S0031,C016,SEM001,B
E14442,S0682,C052,SEM005,C
E14443,S0351,C044,SEM007,B+
E14444,S0122,C133,SEM006,C+
E14445,S0969,C020,SEM003,A-
E14446,S0193,C038,SEM001,B-
E14447,S0504,C029,SEM004,B
E14448,S0609,C119,SEM005,B-
E14449,S0294,C042,SEM004,B+
E14450,S0052,C087,SEM003,D
E14451,S0522,C027,SEM005,A-
E14452,S0164,C063,SEM003,B-
E14453,S0967,C119,SEM002,B
E14454,S0799,C115,SEM004,B-
E14455,S0797,C021,SEM008,C+
E14456,S0861,C060,SEM001,B
E14457,S0660,C049,SEM001,A-
E14458,S0340,C001,SEM007,A
E14459,S0820,C094,SEM002,A-
E14460,S0457,C037,SEM004,A-
E14461,S0347,C049,SEM007,C-
E14462,S0281,C007,SEM006,B-
E14463,S0146,C008,SEM007,C
E14464,S0425,C081,SEM004,B+
E14465,S0300,C045,SEM006,C+
E14466,S0688,C055,SEM008,A
E14467,S0572,C005,SEM008,A
E14468,S0131,C009,SEM001,B+
E14469,S0851,C011,SEM001,C+
E14470,S0828,C045,SEM004,B
E14471,S0561,C032,SEM005,B+
E14472,S0744,C076,SEM001,C+
E14473,S0956,C053,SEM006,B
E14474,S0819,C039,SEM006,C+
E14475,S0504,C007,SEM002,A-
E14476,S0141,C057,SEM005,B-
E14477,S0521,C096,SEM002,B+
E14478,S0406,C126,SEM008,B+
